,error,knn__n_neighbors,lfda__k,lfda__metric,mean,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,technique,dataset
10,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,6,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.03138890266418457,0.5334630250930786,0.0,LFDA+kNN,ionosphere
11,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,6,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.034242439270019534,0.5576476097106934,0.0,LFDA+kNN,ionosphere
12,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,7,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.03709597587585449,0.5833693742752075,0.0,LFDA+kNN,ionosphere
13,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,7,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.03994951248168945,0.6094076871871948,0.0,LFDA+kNN,ionosphere
14,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,8,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.042803049087524414,0.695460033416748,0.0,LFDA+kNN,ionosphere
15,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,8,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.045656585693359376,0.7224014520645141,0.0,LFDA+kNN,ionosphere
16,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,9,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.04851012229919434,0.7461024522781372,0.0,LFDA+kNN,ionosphere
17,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,9,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.051363658905029294,0.7695206880569458,0.0,LFDA+kNN,ionosphere
18,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,10,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.054217195510864256,0.7998528242111206,0.0,LFDA+kNN,ionosphere
19,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,10,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.05707073211669922,0.8356675148010254,0.0,LFDA+kNN,ionosphere
20,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,11,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.05992426872253418,0.8650270938873291,0.0,LFDA+kNN,ionosphere
21,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,11,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.06277780532836914,0.9760608911514282,0.0,LFDA+kNN,ionosphere
22,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,12,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0656313419342041,1.0133794307708741,0.0,LFDA+kNN,ionosphere
23,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,12,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.06848487854003907,1.0369121313095093,0.0,LFDA+kNN,ionosphere
24,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,13,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.07133841514587402,1.06239857673645,0.0,LFDA+kNN,ionosphere
25,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,13,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.07419195175170898,1.0919196367263795,0.0,LFDA+kNN,ionosphere
26,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,14,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.07704548835754395,1.1118385076522828,0.0,LFDA+kNN,ionosphere
27,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,14,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0798990249633789,1.1337042808532716,0.0,LFDA+kNN,ionosphere
28,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,15,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.08275256156921387,1.19446804523468,0.0,LFDA+kNN,ionosphere
29,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,15,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.08560609817504883,1.2280906677246093,0.0,LFDA+kNN,ionosphere
30,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,16,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.08845963478088378,1.2540391445159913,0.0,LFDA+kNN,ionosphere
31,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,16,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.09131317138671875,1.2741628885269165,0.0,LFDA+kNN,ionosphere
32,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,17,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.09416670799255371,1.2965861558914185,0.0,LFDA+kNN,ionosphere
33,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,17,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.09702024459838868,1.3195953845977784,0.0,LFDA+kNN,ionosphere
34,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,18,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.09987378120422363,1.3409626245498658,0.0,LFDA+kNN,ionosphere
35,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,18,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.10272731781005859,1.4201448678970336,0.0,LFDA+kNN,ionosphere
36,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,19,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.10558085441589356,1.4861613512039185,0.0,LFDA+kNN,ionosphere
37,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,19,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.10843439102172851,1.5127602577209474,0.0,LFDA+kNN,ionosphere
38,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,20,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.11128792762756348,1.5445681095123291,0.0,LFDA+kNN,ionosphere
39,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,20,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.11414146423339844,1.5644181489944458,0.0,LFDA+kNN,ionosphere
40,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,21,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.11699500083923339,1.5900067806243896,0.0,LFDA+kNN,ionosphere
41,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,21,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.11984853744506836,1.6076962232589722,0.0,LFDA+kNN,ionosphere
42,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,22,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.12270207405090332,1.6279177904129027,0.0,LFDA+kNN,ionosphere
43,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,22,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1255556106567383,1.6882070064544679,0.0,LFDA+kNN,ionosphere
44,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,23,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.12840914726257324,1.7112756490707397,0.0,LFDA+kNN,ionosphere
45,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,23,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1312626838684082,1.72709002494812,0.0,LFDA+kNN,ionosphere
46,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,24,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.13411622047424315,1.754838728904724,0.0,LFDA+kNN,ionosphere
47,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,24,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.13696975708007814,1.7747408151626587,0.0,LFDA+kNN,ionosphere
48,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,25,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1398232936859131,1.7936021089553833,0.0,LFDA+kNN,ionosphere
49,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,25,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.14267683029174805,1.8212680578231812,0.0,LFDA+kNN,ionosphere
50,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,26,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.145530366897583,1.8871687650680542,0.0,LFDA+kNN,ionosphere
51,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,26,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.14838390350341796,1.9456389665603637,0.0,LFDA+kNN,ionosphere
52,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,27,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.15123744010925294,1.9696191549301147,0.0,LFDA+kNN,ionosphere
53,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,27,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1540909767150879,1.9927627086639403,0.0,LFDA+kNN,ionosphere
54,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,28,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.15694451332092285,2.014466953277588,0.0,LFDA+kNN,ionosphere
55,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,28,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1597980499267578,2.0350600719451903,0.0,LFDA+kNN,ionosphere
56,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,29,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.16265158653259276,2.0519625425338743,0.0,LFDA+kNN,ionosphere
57,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,29,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.16550512313842775,2.0866591930389404,0.0,LFDA+kNN,ionosphere
58,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,30,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1683586597442627,2.184666967391968,0.0,LFDA+kNN,ionosphere
59,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,30,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.17121219635009766,2.2203315258026124,0.0,LFDA+kNN,ionosphere
60,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,31,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1740657329559326,2.244337224960327,0.0,LFDA+kNN,ionosphere
61,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,31,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.17691926956176757,2.2592543601989745,0.0,LFDA+kNN,ionosphere
62,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,32,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.17977280616760255,2.2789849281311034,0.0,LFDA+kNN,ionosphere
63,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,32,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1826263427734375,2.2982168912887575,0.0,LFDA+kNN,ionosphere
64,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,33,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.18547987937927246,2.3254751682281496,0.0,LFDA+kNN,ionosphere
65,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,1,33,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.18833341598510742,2.34991250038147,0.0,LFDA+kNN,ionosphere
66,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,1,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.19118695259094237,2.6135674953460692,0.0,LFDA+kNN,ionosphere
67,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,1,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.19404048919677735,2.642884945869446,0.0,LFDA+kNN,ionosphere
68,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,2,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1968940258026123,2.6639988899230955,0.0,LFDA+kNN,ionosphere
69,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,2,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.19974756240844727,2.683747386932373,0.0,LFDA+kNN,ionosphere
70,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,3,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.20260109901428222,2.7004573583602904,0.0,LFDA+kNN,ionosphere
71,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,3,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.20545463562011718,2.718811798095703,0.0,LFDA+kNN,ionosphere
72,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,4,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.20830817222595216,2.757390093803406,0.0,LFDA+kNN,ionosphere
73,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,4,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.21116170883178711,2.8225683212280273,0.0,LFDA+kNN,ionosphere
74,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,5,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.21401524543762207,2.841500687599182,0.0,LFDA+kNN,ionosphere
75,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,5,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.21686878204345703,2.856719732284546,0.0,LFDA+kNN,ionosphere
76,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,6,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.21972231864929198,2.8833755254745483,0.0,LFDA+kNN,ionosphere
77,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,6,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.22257585525512696,2.907560110092163,0.0,LFDA+kNN,ionosphere
78,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,7,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.22542939186096192,2.9332818746566773,0.0,LFDA+kNN,ionosphere
79,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,7,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.22828292846679688,2.9593201875686646,0.0,LFDA+kNN,ionosphere
80,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,8,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.23113646507263183,3.0453725337982176,0.0,LFDA+kNN,ionosphere
81,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,8,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.23399000167846679,3.0723139524459837,0.0,LFDA+kNN,ionosphere
82,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,9,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.23684353828430177,3.096014952659607,0.0,LFDA+kNN,ionosphere
83,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,9,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.23969707489013672,3.1194331884384154,0.0,LFDA+kNN,ionosphere
84,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,10,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.24255061149597168,3.1497653245925905,0.0,LFDA+kNN,ionosphere
85,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,10,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.24540414810180664,3.185580015182495,0.0,LFDA+kNN,ionosphere
86,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,11,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2482576847076416,3.214939594268799,0.0,LFDA+kNN,ionosphere
87,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,11,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2511112213134766,3.325973391532898,0.0,LFDA+kNN,ionosphere
88,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,12,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2539647579193115,3.363291931152344,0.0,LFDA+kNN,ionosphere
89,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,12,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2568182945251465,3.386824631690979,0.0,LFDA+kNN,ionosphere
90,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,13,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.25967183113098147,3.41231107711792,0.0,LFDA+kNN,ionosphere
91,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,13,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2625253677368164,3.4418321371078493,0.0,LFDA+kNN,ionosphere
92,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,14,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2653789043426514,3.4617510080337524,0.0,LFDA+kNN,ionosphere
93,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,14,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2682324409484863,3.4836167812347414,0.0,LFDA+kNN,ionosphere
94,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,15,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2710859775543213,3.54438054561615,0.0,LFDA+kNN,ionosphere
95,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,15,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.27393951416015627,3.578003168106079,0.0,LFDA+kNN,ionosphere
96,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,16,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2767930507659912,3.603951644897461,0.0,LFDA+kNN,ionosphere
97,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,16,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2796465873718262,3.6240753889083863,0.0,LFDA+kNN,ionosphere
98,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,17,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2825001239776611,3.6464986562728883,0.0,LFDA+kNN,ionosphere
99,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,17,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2853536605834961,3.669507884979248,0.0,LFDA+kNN,ionosphere
100,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,18,weighted,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2882071971893311,3.6908751249313356,0.0,LFDA+kNN,ionosphere
101,Cascading:the leading minor of order 2 of 'b' is not positive definite. The factorization of 'b' could not be completed and no eigenvalues or eigenvectors were computed.,2,18,orthonormalized,0,0,0,0,0,0,0,0,0,0,0,0.0,0.291060733795166,3.7700573682785032,0.0,LFDA+kNN,ionosphere
